Sample_title	482N1 shLuciferase rep1	482N1 shLuciferase rep2	482N1 shArntl2 #1 rep1	482N1 shArntl2 #1 rep2	482N1 shArntl2 #2 rep1	482N1 shArntl2 #2 rep2	end
Abcg4	0	0.0856164	0.0578953	0.0772012	0.0462018	0.0248167	ABCG4
Abcg5	0	0	0	0.0622932	0	0	ABCG5
Abcg8	0	0.218429	0.0294177	0	0	0	ABCG8
Abhd10	8.610715	9.245408	9.39515	10.841121	11.32165	9.849458	ABHD10
Abhd11	44.861656	49.2172	70.01284	68.25174	40.625017	46.935347	ABHD11
Abhd12	64.6848	79.189	132.232	133.535	74.5435	96.8645	ABHD12
Abhd12b	0.108749	0	0.121629	0	0	0	ABHD12B
Abhd13	11.67344	13.30945	21.95971	22.73199	10.70826	13.34823	ABHD13
Abhd14a	20.8926	22.38381	23.69693	20.99565	26.79569	27.29346	ABHD14A
Abhd14b	21.01687	22.3078	35.94928	39.44534	24.194	27.368866	ABHD14B
Abhd15	0.176372	0.255155	0.129481	0.473546	0.205836	0.35844	ABHD15
Abhd16a	20.59006	19.73568	24.91717	22.28854	17.58736	21.27128	ABHD16A
Abhd16b	0.11556	0.0629963	0.445486	0.339386	0.0506067	0.0543196	ABHD16B
Abhd17a	68.4403	74.0078	57.6147	59.6281	81.964	97.1916	ABHD17A
Abhd17b	25.2616	27.433	39.7529	39.8955	25.2443	29.0903	ABHD17B
Abhd17c	21.9429	30.4157	56.3969	57.4188	26.8862	33.9011	ABHD17C
Abhd2	70.9052	103.629	267.714	276.182	86.7716	142.929	ABHD2
Abhd3	3.39591	3.45706	0.797787	0.704428	2.80057	3.73532	ABHD3
Abhd4	37.47895	52.64314	59.77041	57.77602	43.22173	57.626	ABHD4
Abhd5	17.258612	16.800886	16.292904	16.17003	14.7124	16.024557	ABHD5
Abhd6	7.79261	8.631795	14.33713	15.70245	10.348584	10.8491	ABHD6
Abhd8	17.794	23.307	28.5967	25.7071	25.5097	33.5389	ABHD8
Abi1	84.078343	98.3683355	87.8914192	87.9847877485	94.1713001981728	123.674300006618	ABI1
Abi2	3.658218	5.842909	6.399118	7.389271	5.269121	7.383844	ABI2
Abi3	0.190283	0.323291	1.52901	2.104261	0.244867	0.276891	ABI3
Abi3bp	0.138115	0.120911	0.0618291	0.122858	0.073808	0.0262658	ABI3BP
Abl1	32.940703	47.771749	43.903015	45.446943	28.378256	47.671274	ABL1
Abl2	14.91108	21.5067	21.06581	21.28486	10.65774	18.13812	ABL2
Ablim1	2.54166	3.20881	7.409866	8.054407	5.60928267194888	9.357582	ABLIM1
Ablim2	0.080545864077	0.119493	0.2004068	0.15896	0.11625	0.351178	ABLIM2
Ablim3	0.518068	0.804832	1.60438	1.46772	1.105803	1.486042	ABLIM3
Abo	0	0	0	0	0	0	ABO
Abr	38.97003058312	58.65459	30.64346	30.9401060789511	28.8495	45.814380198	ABR
Abra	0	0	0	0	0	0	ABRA
Abracl	196.041	169.643	97.8837	99.5279	143.996	121.41	ABRACL
Abt1	9.34133	10.2331	11.4482	12.4228	7.52197	8.57738	ABT1
Abtb1	19.8097	22.4589	22.2195	25.3082	14.3491	17.2596	ABTB1
Abtb2	7.13965	10.2039	3.12582	3.30314	10.7134	17.4067	ABTB2
Acaa1a	94.835	107.739	148.647	142.104	93.548	109.836	ACAA1
Acaa2	68.533	77.1261	54.6953	53.4763	67.7869	66.8662	ACAA2
Acaca	7.94673	12.69673	31.55176	33.36805	11.1267	18.22948	ACACA
Acacb	1.03351	1.72592	1.3306	1.144	1.28047	2.068156	ACACB
Acad10	3.43237	4.48819	10.39064	9.76859	3.9495320547	4.578684	ACAD10
Acad11	8.24376	11.3092	20.0497	19.9503	6.12067	8.62016	ACAD11
Acad8	14.2661	14.7271	17.7538	18.5179	9.72067	7.87649	ACAD8
Acad9	32.9159	36.7428	33.1443	33.4795	32.3668	37.6656	ACAD9
Acadl	83.0559	104.501	106.73	108.299	82.8128	93.8988	ACADL
Acadm	80.0578	95.322	85.5598	78.1162	78.1685	79.7385	ACADM
Acads	71.1315	78.9292	52.3505	57.5192	66.2995	74.6315	ACADS
Acadsb	20.8006	22.5036	34.149	36.5892	34.5957	38.8753	ACADSB
Acadvl	62.8039	76.384	88.0387	85.5517	75.3367	88.2389	ACADVL
Acan	25.102	46.6899	22.7967	24.9013	26.0844	46.1791	ACAN
Acap1	1.79057	1.39374	0.0855156	0	3.0651	4.94087	ACAP1
Acap2	19.5074	26.4588	23.9288	24.7224	13.0081	20.0464	ACAP2
Acap3	5.5068	6.73969	11.0488	11.6457	4.57501	6.33617	ACAP3
Acat1	48.7503	50.3577	33.8216	33.7526	72.377	68.5108	ACAT1
Acat2	40.0896	45.0581	72.6596	66.6223	80.8959	90.7517	ACAT2
Acbd3	27.4416	36.3568	62.9396	64.8706	30.1599	45.9733	ACBD3
Acbd4	29.8819	35.3236	45.3032	46.777	30.6328	33.4187	ACBD4
Acbd5	38.77815	47.61274	53.5862	55.2244	47.68975	65.8201	ACBD5
Acbd6	26.84387	36.08363	43.36654	41.90007	32.76098	37.33685	ACBD6
Acbd7	1.43344	0.316327	0	0	3.05812	0.564297	ACBD7
Accs	5.035571	5.61003	4.555865	4.935007	3.880351	5.179201	ACCS
Accsl	0	0.0510026	0	0	0.1648	0.0444676	ACCSL
Acd	30.07426	39.99102	38.70284	39.29382	23.17544	33.01652	ACD
Ace	0.450906	0.425411	0.66747	0.659953	0.778828	1.096216	ACE
Ace2	0.0312394	0	0.139971	0.13938	0	0	ACE2
Acer1	0.44351	0.496937	1.49816	1.34425	1.08767	0.708601	ACER1
Acer2	0.542755434503	0.8413775	1.142966	0.991167	0.42984900282978	0.9112808546	ACER2
Acer3	18.8446	17.3626	21.6463	22.9425	23.052	21.8021	ACER3
Ache	0.0876713	0.1422129	0.2884967	0.4478842	0.3823141	0.4109217	ACHE
Acin1	45.431738	60.24629	74.843	81.02567	41.04393	53.01204858	ACIN1
Ackr2	0	0	0	0	0	0	ACKR2
Ackr3	210.3773	219.2287	45.4596	46.95782	129.96449	148.48594	ACKR3
Ackr4	0.1514061	0.1165979	0.169064	0.1605116	0.0892579	0.0479888	ACKR4
Acly	78.9076	106.9861	158.6875	162.1663	113.4857	171.4686	ACLY
Acmsd	1.49812	1.08684	0.416707	0.932063	2.07184	1.33559	ACMSD
Aco1	24.6406	30.0514	43.6757	43.8258	18.5065	27.2582	ACO1
Aco2	153.025	209.172	226.82	222.662	157.877	205.366	ACO2
Acot11	0.89837	1.57964000020817	1.31184	1.03927	1.06397	1.32548	ACOT11
Acot12	0	0.0390053	0.199132	0.11308	0.0948247	0.0678476	ACOT12
Acot13	110.301	79.0852	78.3416	84.1673	169.234	121.437	ACOT13
Acot2	2.57767	3.35391	36.7575	40.0611	5.94707	4.46797	ACOT2
Acot3	0	0.0844256	0	0	0	0.072991862	ACOT1
Acot4	1.07702	0.734319	2.83993	2.56143	0.746634	1.38842	ACOT4
Acot6	0.10976	0.178697	0.060245	0.239457	0.477908	0.616278	ACOT6
Acot7	111.132200002048	130.99906	90.12183	99.4613	139.09590348794	149.42408	ACOT7
Acot8	29.8742	31.5758	25.9235	26.5175	31.2074	33.9588	ACOT8
Acot9	103.739768	91.52054	70.91166	78.80336	109.58881	90.8444	ACOT9
Acox1	38.9794	57.39236	62.88179	65.80673	38.8667900058629	60.67324	ACOX1
Acox2	0.0421653	0.0459478	1.26288	1.30689	0.148957	0.440758	ACOX2
Acox3	7.487979	9.559612	11.837574	12.181277	4.340553	6.723042	ACOX3
Acoxl	0.111278	0.2666135	0.171366	0.130623	0.0976353	0.193452	ACOXL
Acp1	90.3058	90.2265	58.1695	59.7076	87.1539	75.3098	ACP1
Acp2	20.9246	27.5922	34.43	35.0331	16.0827	23.6779	ACP2
Acp5	2.749948	2.87457	3.47969	5.404	7.12621652	8.247599	ACP5
Acp6	64.165	79.1887	74.0691	69.1083	55.0035	66.3076	ACP6
Acpp	0	0.0431142	0.0701088	0	0	0	ACPP
Acpt	0	0	0	0	0	0.152708	ACPT
Acr	0	0	0	0	0	0	ACR
Acrbp	5.410141	4.674411	8.11745	10.46412	3.436994	3.1608342	ACRBP
Acrv1	0	0	0	0	0	0	ACRV1
Acsbg1	61.7194	75.359	60.2725	60.6253	75.9058	99.7945	ACSBG1
Acsbg2	0	0.0497776	0.101478	0	0	0.0364772	ACSBG2
Acsf2	25.0222	40.3933	45.6436	47.5381	36.932	52.5117	ACSF2
Acsf3	8.981873	13.641404	17.224414	16.449455	8.88675	9.839374	ACSF3
Acsl1	4.411830576821	5.820352	9.35554	10.3466	8.6838300098306	11.048877259	ACSL1
Acsl3	72.6937	84.34259	86.733243	89.978631	48.4616	55.4408	ACSL3
Acsl4	83.9582	98.1887	116.3968	116.7907	74.44603	91.051	ACSL4
Acsl5	139.883	171.194	250.139	249.434	138.89	163.149	ACSL5
Acsl6	9.674342	12.428946	16.11573	17.08985	14.25378	15.060014	ACSL6
Acsm1	0	0	0	0	0	0	ACSM1
Acsm2	0.1971792687044	0.17336	0.1125958375585	0.1879109657872	0.0848747173986	0.2173000426602	ACSM2A
Acsm3	0.691627	0.856759	0.6539	0.4581	0.839613	1.06736	ACSM3
Acsm4	0	0	0	0	0	0	ACSM4
Acsm5	0	0	0	0	0	0	ACSM5
Acss1	0.0562362	0	0.0310987	0.0415296	0.0495869	0.0266314	ACSS1
Acss2	9.66422	12.770176	5.792456	5.80943	12.218367	15.99021	ACSS2
Acss3	0.453702	0.384996	1.06496	0.658035	0.311673	0.335149	ACSS3
Acta1	0.139108	0.528417	0.608481	0.507343	0.0607106	0.195294	ACTA1
Acta2	0.340153	0.603621	0.99085	1.4456	0.263448	0.444967	ACTA2
Actb	1345.23	1937.22	1128.9	1146.54	1514.66	1851.93	ACTB
Actbl2	0	0	0	0	0	0.0386477	ACTBL2
Actc1	0	0	0	0	0.0652437	0.0704853	ACTC1
Actg1	2365.7578	3013.793	1859.8247	1940.9711	2404.0022	2855.2585	ACTG1
Actg2	0	0	0	0.124578	0	0	ACTG2
Actl10	0.0673137	0	0.294521	0	0.175119	0.125622	ACTL10
Actl6a	62.6354	64.3934	61.066	65.152	76.6992	77.5318	ACTL6A
Actl6b	0	0	0	0	0.116291	0	ACTL6B
Actl7a	0	0.0768644	0.0783725	0	0	0	ACTL7A
Actl7b	0	0	0	0.207449	0.123722	0	ACTL7B
Actl9	0.0794399	0	0	0	0	0	ACTL9
Actn1	176.8076	269.4098	194.3205	197.2358	206.625	337.038	ACTN1
Actn2	0.798174	0.374907	0.758303	0.864134	0.508967	0.505678	ACTN2
Actn4	197.0044	303.8337	270.9066	282.6411	228.4261	362.1986	ACTN4
Actr10	47.6238	43.1805	27.8628	28.897	44.3346	43.6154	ACTR10
Actr1a	120.3	151.198	111.962	117.598	111.329	137.725	ACTR1A
Actr1b	68.5783	93.0786	108.526	105.787	72.343	92.5049	ACTR1B
Actr2	131.367	163.252	167.805	174.946	149.887	188.56	ACTR2
Actr3	231.1317	241.7077	253.8823	261.8074	149.9815	159.5447	ACTR3
Actr3b	0	0.0573647	0.175511	0.155187	0	0	ACTR3B
Actr5	9.244622	10.239756	14.448129	13.553159	6.674031	9.958554	ACTR5
Actr6	24.2511	21.3947	15.9407	16.124	20.3001	18.181	ACTR6
Actr8	22.5191	27.6912	32.4876	31.8072	24.8766	31.5982	ACTR8
Actrt1	0	0	0	0	0	0	ACTRT1
Actrt2	0	0	0	0	0	0	ACTRT2
Actrt3	0	0	0	0	0	0	ACTRT3
Acvr1	53.610819	75.822379	58.129814	62.1238	44.053129	63.61265	ACVR1
Acvr1b	23.7435	33.2334	31.719	33.4387	25.2389	41.7423	ACVR1B
Acvr1c	0.0245865186696	0.0140563	0.014448	0	0.0343734	0.0367464	ACVR1C
Acvr2a	6.03003	7.07154	13.9026	14.7177	6.31086	7.28922	ACVR2A
Acvr2b	3.018174	3.90476	4.521989	5.331209	2.151162	3.483699	ACVR2B
Acvrl1	0.07961249728	0	0	0	0.06983375569	0.225243768	ACVRL1
Acy1	21.7621	28.60418	28.7533	30.2754	27.1138	37.3433	ACY1
Acy3	11.229034	14.547805	26.798003	28.02373	9.595112	12.64908909295	ACY3
Acyp1	61.81753	46.3307	36.307389	35.651768	69.179704	55.422633	ACYP1
Acyp2	8.47513	5.40528	9.938	8.02829	13.6226	6.91656	ACYP2
Ada	6.937893	6.002899	2.241023	2.254576	6.340216	6.266673	ADA
Adad1	0	0	0	0	0	0	ADAD1
Adad2	0	0	0	0	0	0	ADAD2
Adal	13.061019	12.941796	21.616259	21.820050224252	8.837698	10.67027	ADAL
Adam10	65.2636	91.1978	117.139	124.496	64.0601	95.6883	ADAM10
Adam11	0.374446	0.569894	0.976295	0.850275	0.682963	1.119775	ADAM11
Adam12	1.33473	2.13205	0.689664	0.917072	0.847738	1.12779	ADAM12
Adam15	62.30694	85.3013	57.45729	60.09793	54.34616	75.22183	ADAM15
Adam17	18.46271	26.901157	18.6587	19.005899	24.9333	34.398256	ADAM17
Adam18	0	0	0	0	0	0	ADAM18
Adam19	0.2196465	0.3632616	0.0844165	0.06753626	0.261127600213293	0.339967	ADAM19
Adam2	0	0	0	0	0	0	ADAM2
Adam21	0.0381168	0.083335	0.256029	0.113256	0	0	ADAM21
Adam22	0.383374468948	0.401211	1.064483	1.440060131891	0.280071140824	0.513438	ADAM22
Adam23	0.162796	0.514853	1.379089	1.53892	0.489439	0.751826	ADAM23
Adam28	0.398038	0.5824358	0.560129	0.370303	0.3782475	0.3649	ADAM28
Adam29	0	0	0	0	0	0	ADAM29
Adam30	0	0	0	0	0	0.0293278	ADAM30
Adam32	0.353483	0.38753	0.613536	0.337597	0.283296	0.434438	ADAM32
Adam33	0.0884873	0.031963	0.140923	0	0.10882999	0.3113390221522	ADAM33
Adam39	0	0	0	0	0	0	ADAM20
Adam7	0	0	0.0352836	0	0.0561958	0	ADAM7
Adam8	3.214326	4.488238	2.245441	1.63058	22.123765	28.43868	ADAM8
Adam9	110.66107604	152.778559872	208.531883956	212.848378803975	136.543267124	191.091361228	ADAM9
Adamdec1	0	0	0	0	0	0	ADAMDEC1
Adamts1	2.46097	3.64546	16.6817	16.8431	3.34914	6.08531	ADAMTS1
Adamts10	11.8560026	12.688296	11.1528684354551	9.92025805528	10.36490445008	12.9362960009769	ADAMTS10
Adamts12	1.36091	2.07983	2.067	1.49372	1.11216	2.29794	ADAMTS12
Adamts13	0	0.03829673554	0	0.094874373742	0	0.032447729883	ADAMTS13
Adamts14	0.690696	1.24739	1.45099	1.16235	0.851843	1.83657	ADAMTS14
Adamts15	0.0802986	0	0.912056	0.797365	0.0570853	0.0380437	ADAMTS15
Adamts16	0	0	0	0	0.0238065	0	ADAMTS16
Adamts17	0.0475903	0.0554932	0.156564	0.104124	0.0622243	0.0323141	ADAMTS17
Adamts18	0	0	0	0	0	0	ADAMTS18
Adamts19	0	0	0	0	0	0	ADAMTS19
Adamts2	0.376183	0.262108	0.188445	0.385115	0.186793	0.35591	ADAMTS2
Adamts20	0.0491459	0.0133943	0.0271487	0.0721773	0.0216745	0.0346809	ADAMTS20
Adamts3	0.213297	0.2181786	0.02963685	0	0.10623516	0.26498412	ADAMTS3
Adamts4	1.18749	1.89908	0.465234	0.598154	4.76107	7.54025	ADAMTS4
Adamts5	0.976865	1.60012	0.258299	0.627926	0.821172	1.21579	ADAMTS5
Adamts6	1.901333	1.995638	4.00808	4.03081	1.851272	2.064191	ADAMTS6
Adamts7	7.939877	9.92539	2.606583	2.822452	3.375591	5.092745	ADAMTS7
Adamts8	0.0215188	0	0	0.0314657	0	0.0390788	ADAMTS8
Adamts9	1.831717	3.32821	1.14541	1.128501	2.54787	4.43553	ADAMTS9
Adamtsl1	0	0	0	0	0.0106962	0.0114601	ADAMTSL1
Adamtsl2	0	0	0	0.0427201	0	0	ADAMTSL2
Adamtsl3	0.245151	0.311909	0.0604254	0.100458	0.168605	0.322221	ADAMTSL3
Adamtsl4	10.45241	17.78753	2.887018	3.2165	19.45584	31.9812	ADAMTSL4
Adamtsl5	5.31732	8.18779	23.44042	22.03547	11.55886	13.91697	ADAMTSL5
Adap1	1.29241	1.66744	5.00616	4.60807	2.8301	2.8858	ADAP1
Adap2	0.957903	0.625749	1.41034	0.845398	0.898204	1.51231	ADAP2
Adar	9.15328	13.796067947	20.79624	22.2009	10.52733320794	15.71271	ADAR
Adarb1	4.35576	6.116442634239	5.0551503	4.90413	3.16802003771309	4.805881	ADARB1
Adarb2	0.1092195	0.01988006	0.1013698	0.02692732	0.03232672	0.0693842	ADARB2
Adat1	5.63129772	6.38754	9.81592	9.852465	4.50133	6.080703	ADAT1
Adat2	12.4233	11.2433	17.0721	13.5818	7.21881	7.34069	ADAT2
Adat3	3.37041	4.44704	4.86236	2.78866	2.73201	3.95913	ADAT3
Adck1	3.61382	4.16592	8.06079	7.54195	2.12861132	2.60409685	ADCK1
Adck2	3.59333	4.53383	8.19973	7.95399	3.71752	4.28535	ADCK2
Adck5	19.96438	18.97423	28.69691	28.89978	17.75509	18.8498	ADCK5
Adcy1	0.102797	0.180647	0.00873099	0.0464354	0.125451	0.238686	ADCY1
Adcy10	0	0	0	0.0300326	0	0	ADCY10
Adcy2	0	0	0	0	0	0	ADCY2
Adcy3	5.51203638152	7.748987	3.723617	3.975325	4.53724	7.660171	ADCY3
Adcy4	0	0	0	0	0.0246136	0.0263347	ADCY4
Adcy5	0	0.01948	0	0.0262002	0	0	ADCY5
Adcy6	35.7181	51.4567	61.6281	64.9342	32.6171	51.026	ADCY6
Adcy7	0.83340227034	1.50735404283906	0.59426148838029	0.766072939116437	0.79017518239132	0.9679880895	ADCY7
Adcy8	0.0589422	0.0213289	0.416141	0.580015	0.0344252	0.053895	ADCY8
Adcy9	2.463659	3.50007110878	3.54442	3.75997000161063	2.19189	3.08546183519	ADCY9
Adcyap1	0.740923	0.541145	1.705849	1.67461	1.06451	1.27656	ADCYAP1
Adcyap1r1	0	0	0.01769210106075	0	0.01457110126362	0	ADCYAP1R1
Add1	87.470589545901	116.371386131	90.2028139239	88.9024707	121.95385194	173.4955701	ADD1
Add2	35.735371	49.3034924	37.3886167049193	37.97342	35.100566	51.038563594	ADD2
Add3	13.0815600106998	17.32323	13.0972473	11.9927200007421	16.14467517059	25.56650668	ADD3
Adgb	0.0390609	0	0	0	0	0	ADGB
Adh1	0	0	0	0	0	0	ADH1C
Adh4	0.0866896	0	0.0965848	0	0	0	ADH4
Adh5	171.205	200.605	178.843	175.445	182.847	186.631	ADH5
Adh7	0.43031	0.470519	5.15259	5.01982	0.762481	0.61418	ADH7
Adhfe1	0.28704100567949	0.549158	0.48154000707427	0.425269	0.860177	0.47933	ADHFE1
Adi1	54.2141	69.1525	106.747	111.501	95.5519	107.373	ADI1
Adipoq	0	0.10123	0.103135	0.274606	0	0	ADIPOQ
Adipor1	87.6049	103.468	103.4319	104.177	94.976	111.4264	ADIPOR1
Adipor2	77.0326	102.6166	103.4014	106.5722	84.0494	112.4119	ADIPOR2
Adk	49.4798	55.9306	62.6227	65.0553	82.0837	89.7457	ADK
Adm	6.95788	10.7099	1.38966	0.692406	16.1111	20.4909	ADM
Adm2	0.555008	1.46616	25.5664	25.2796	1.80284	2.85758	ADM2
Adnp	3.49659	6.817182	17.475876	15.678959	5.398353	15.10744	ADNP
Adnp2	13.2866	17.65	24.2479	24.7753	15.0965	24.493	ADNP2
Ado	10.1281	12.0588	13.1453	11.1	12.6581	10.9812	ADO
Adora1	0.763271791	0.7448327531	2.205019	2.2972355112	0.5571285038	1.275777	ADORA1
Adora2a	9.10106	10.3641	0.359569198397	0.372113	7.87428	11.12274	ADORA2A
Adora2b	0.230164	0.564615	0	0.0848496	0.404765	0.545159	ADORA2B
Adora3	0	0	0	0	0	0	ADORA3
Adpgk	21.2641	26.6912	52.2932	53.3781	21.8249	28.1761	ADPGK
Adprh	54.3363	63.478	43.0375	42.4679	40.6571	44.5563	ADPRH
Adprhl1	0.746607	0.588572	0.864733	0.796299	0.516115	0.611827	ADPRHL1
Adprhl2	20.686	23.226	33.0644	29.0901	19.9436	21.972	ADPRHL2
Adprm	13.989	14.8672	17.7906	21.901	12.1976	9.36703	ADPRM
Adra1a	0.170761	0.147384	0.252348	0.3909390745739	0.0938793	0.0952039	ADRA1A
Adra1b	0.121683559	0.199002486	0.567631555	0.713190715	0.106248	0.0568596628	ADRA1B
Adra1d	2.01748	2.88356	4.10472	4.26784	2.27955	3.75202	ADRA1D
Adra2a	3.14419	4.43272	6.65975	6.95706	1.00778	1.54372	ADRA2A
Adra2b	0.142834	0.426074	0.279142	0.0750968	0.875674	0.135843	ADRA2B
Adra2c	0	0	0	0	0	0	ADRA2C
Adrb1	0	0	0	0	0	0	ADRB1
Adrb2	2.01428	1.94761	0.915211	1.01468	2.8646	3.29199	ADRB2
Adrb3	0	0	0.1965786	0.108339	0.0905607	0.14899	ADRB3
Adrm1	101.023	132.422	189.175	191.472	98.1774	119.627	ADRM1
Adsl	26.7746	30.7896	41.8208	42.2488	18.2042	20.6508	ADSL
Adss	157.919	165.926	108.013	117.703	143.579	153.564	ADSS
Adssl1	83.0631	103.602	18.0712	15.7245	110.571	154.917	ADSSL1
Adtrp	0.167225	0.0582848	0.214312	0.289193	0.424761	0.0983054	ADTRP
Aebp1	13.3657	22.08327	5.50953	5.27281	8.6369	15.8654	AEBP1
Aebp2	18.30965968	25.17016985	41.38181636	41.632547940403	21.289467742	29.425203562	AEBP2
Aen	11.853302	14.560808	37.03174	40.39239	9.75532	12.490864	AEN
Aes	357.34769	490.60402	416.42803	405.58042	347.76958	462.93206	AES
AF529169	0	0	0	0	0	0	KIAA1024
Afap1	5.0832	7.10935	9.18539	10.0713	4.97538	7.78447	AFAP1
Afap1l1	10.4372	12.1659	4.45886	5.08395	13.125	16.8319	AFAP1L1
Afap1l2	0	0	0.02671560136102	0	0.0851909	0.04562040119111	AFAP1L2
Aff1	12.80009	20.75302	33.03569	34.84872	11.77268063	22.109627	AFF1
Aff2	0.937936	1.48418	3.89319	3.78757	2.06462	4.2624	AFF2
Aff3	0.0669324	0.0725541	0	0.0391187	0.0352551	0.0627905	AFF3
Aff4	44.648	59.7557	108.044	113.106	50.2636	87.2574	AFF4
Afg3l2	46.8086	63.0964	54.1835	54.2504	52.3511	72.8822	AFG3L2
Afm	0	0	0.83479	0.63215	0.188872	0.406205	AFM
Afmid	6.240848	7.83758	7.426348	8.01479	8.67157	10.48669	AFMID
Afp	18.1831	16.796	32.6632	30.6524	33.1274	25.6707	AFP
Aftph	34.142455	43.35803	56.062747	55.20034	31.85053	41.27545	AFTPH
Aga	43.4714	43.721	34.0305	29.1195	32.8437	31.1893	AGA
Agap1	6.41285	10.69501	19.35161	19.77127	7.39783	11.2348	AGAP1
Agap2	0.0316144	0	0.2084356995	0.16182916484	0.09686376886	0.014747771697	AGAP2
Agap3	34.2662	47.711668	49.440329	50.3009	43.95869	62.590931	AGAP3
Agbl1	0	0	0	0	0	0	AGBL1
Agbl2	0.28331890141	0.24499060891	0.170051	0	0.3233161809	0.50643378627	AGBL2
Agbl3	5.463966	4.7429125	2.68106	3.5544815	4.980272	6.03163201	AGBL3
Agbl4	0	0	0	0.0965448	0.0576825	0	AGBL4
Agbl5	7.31405	9.11087	10.72662	13.04517	8.52699	12.865343	AGBL5
Ager	0.729496	1.228358	2.166112	2.58338101181593	0.330173	0.8493190109474	AGER
Agfg1	21.062914	26.2742827237	44.077886	44.7417707	23.5755781	31.65642304019	AGFG1
Agfg2	16.77295	21.96907	16.81061	16.64232	21.33475	30.45777	AGFG2
Aggf1	18.3849	28.4192	30.271	32.4921	15.8706	22.0806	AGGF1
Agk	9.15326	13.2254	18.5928	20.1125	8.87017	11.0713	AGK
Agl	11.43865	13.70788	7.7732459	7.884624	9.65052	14.46755	AGL
Agmat	0	0	0	0.108796	0.064447	0	AGMAT
Agmo	0	0	0	0	0.0467203	0	AGMO
Ago1	7.25224	10.6205	16.15643	16.98319	4.827	8.928414	AGO1
Ago2	15.1206	23.3613	28.3878	30.7756	17.9042	35.5221	AGO2
Ago3	1.38822	1.67569	2.37768	2.97865	1.67764	2.27291	AGO3
Ago4	0.703264	0.782853	0.382326	0.553398	0.498503	0.590697	AGO4
Agpat1	57.4715	83.6247	76.3112	74.9367	53.8009	72.2284	AGPAT1
Agpat2	16.255	16.1718	38.6457	38.7457	35.2289	37.9195	AGPAT2
Agpat3	20.870233	31.128695	32.318372	32.428417	20.175765	26.391396	AGPAT3
Agpat4	26.3564	28.7675	39.3287	36.4872	34.9993	42.0623	AGPAT4
Agpat5	13.8841	15.1863	26.0214	26.8745	19.4186	21.2795	AGPAT5
Agps	29.4401	35.664	32.7262	34.4772	15.1141	18.7783	AGPS
Agr2	0	0.367755	0	0.250087	0.147471	0	AGR2
Agr3	0	0	0	0	0	0	AGR3
Agrn	38.335619	52.04991	75.502402	74.869535	40.175467	62.960764	AGRN
Agrp	2.02839	0.504061	0.17154	0.229626	1.548153	0.35291	AGRP
Agt	0.0538086	0.0584714	7.6251	7.54932	0.0942103	0.252958	AGT
Agtpbp1	6.170601	7.443287411	5.750139	6.281081	7.427921	10.07451	AGTPBP1
Agtr1a	1.06758	1.26677	2.84753	2.40525	0.984919	1.85328	AGTR1
Agtr2	0	0	0	0	0	0	AGTR2
Agtrap	6.6806	9.69221	10.8104	10.493765	5.7085	7.34908	AGTRAP
Agxt	0.0674912	0	0	0	0	0	AGXT
Agxt2	0	0.129369	0.0658792	0.0874443	0.128734	0.0922995	AGXT2
Ahctf1	14.4855	19.7876	28.9249	31.2127	19.5733	29.3098	AHCTF1
Ahcy	4.99155	5.25521	6.60617	7.06306	5.51338	4.08875	AHCY
Ahcyl1	135.33	177.063	103.986	104.591	138.687	196.097	AHCYL1
Ahcyl2	13.164533	18.504912	30.664410986802	30.34445	18.495878	30.586723	AHCYL2
Ahdc1	3.392902	6.412848	9.542359	10.96126	4.619224	8.609784	AHDC1
Ahi1	0.4277183	0.7633281	3.71422	3.43683	0.779777	0.932171	AHI1
Ahnak	57.437	80.39217	60.25587	67.44889	82.27738	120.50247	AHNAK
Ahr	24.1567	32.8547	9.532	11.9022000030238	16.8026	25.6407	AHR
Ahrr	0.152899	0.423869	0.355981	0.304716	0.580394	0.915196	AHRR
Ahsa1	93.0973	107.871	145.744	135.181	114.082	112.994	AHSA1
Ahsa2	20.849818	26.933519	21.967552	22.79207	23.177044	26.410679	AHSA2
Ahsg	0	0	0	0	0	0	AHSG
AI314180	20.93808	26.5326	28.9266	29.9874	23.29921	30.6881	KIAA0368
AI429214	2.8411	2.73378	1.59098	1.89466	2.32112	2.38564	C8orf48
AI464131	3.41603	5.59934	4.56541	4.19028	2.61816	3.79821	KIAA1161
AI467606	49.325	51.9787	37.7913	39.091	41.5124	48.6333	C16orf54
AI481877	0.405824	0.420936	0.300457	0.297603	0.343772	0.334532	C9orf84
AI593442	0.038506315004	0.126497422002	0.12986736274	0	0.068635429361	0.0367169420267	C11orf87
AI597479	13.4238	15.2611	18.87	21.0046	10.7848	14.8428	C2orf49
AI837181	46.3449	67.7498	83.9237	83.9282	61.87384	76.5477	C11orf68
AI846148	34.1283	40.0512	28.761	28.811	33.3166	40.9463	C11orf84
Aicda	0.0440845	0.0481992	0.197053	0.326191	0.0390037	0.125388	AICDA
Aida	54.9298	59.4645	43.0095	46.5577	46.0628	53.6406	AIDA
Aif1	0	0	0	0	0	0	AIF1
Aif1l	6.76769	7.63921	10.5194	10.7482	16.4837	17.5644	AIF1L
Aifm1	52.54106	69.9523	70.685272	74.3202	55.0379	63.451052	AIFM1
Aifm2	32.729645	40.702616	16.87646	17.29604	24.409728	28.177744	AIFM2
