Mus	Homo
Ap3b1	AP3B1
Ap3b2	AP3B2
Ap3d1	AP3D1
Ap3m1	AP3M1
Ap3m2	AP3M2
Ap3s1	AP3S1
Ap3s2	AP3S2
Ap4b1	AP4B1
Ap4e1	AP4E1
Ap4m1	AP4M1
Ap4s1	AP4S1
Ap5b1	AP5B1
Ap5m1	AP5M1
Ap5s1	AP5S1
Ap5z1	AP5Z1
Apaf1	APAF1
Apba1	APBA1
Apba2	APBA2
Apba3	APBA3
Apbb1	APBB1
Apbb1ip	APBB1IP
Apbb2	APBB2
Apbb3	APBB3
Apc	APC
Apc2	APC2
Apcdd1	APCDD1
Apcs	APCS
Apeh	APEH
Apela	APELA
Apex1	APEX1
Apex2	APEX2
Aph1a	APH1A
Aph1b	APH1B
Api5	API5
Apip	APIP
Apitd1	CENPS
Aplf	APLF
Apln	APLN
Aplnr	APLNR
Aplp1	APLP1
Aplp2	APLP2
Apmap	APMAP
Apoa1	APOA1
Apoa2	APOA2
Apoa4	APOA4
Apoa5	APOA5
Apob	APOB
Apobec1	APOBEC1
Apobec2	APOBEC2
Apobec3	APOBEC3B
Apobec4	APOBEC4
Apobr	APOBR
Apoc1	APOC1
Apoc2	APOC2
Apoc3	APOC3
Apoc4	APOC4
Apod	APOD
Apoe	APOE
Apof	APOF
Apoh	APOH
Apol6	APOL6
Apol8	APOL2
Apold1	APOLD1
Apom	APOM
Apoo	APOO
Apool	APOOL
Apopt1	APOPT1
App	APP
Appbp2	APPBP2
Appl1	APPL1
Appl2	APPL2
Aprt	APRT
Aptx	APTX
Aqp1	AQP1
Aqp11	AQP11
Aqp12	AQP12A
Aqp2	AQP2
Aqp3	AQP3
Aqp4	AQP4
Aqp5	AQP5
Aqp6	AQP6
Aqp7	AQP7
Aqp8	AQP8
Aqp9	AQP9
Aqr	AQR
Ar	AR
Araf	ARAF
Arap1	ARAP1
Arap2	ARAP2
Arap3	ARAP3
Arc	ARC
Arcn1	ARCN1
Areg	AREG
Arel1	AREL1
Arf1	ARF1
Arf2	ARF2P
Arf3	ARF3
Arf4	ARF4
Arf5	ARF5
Arf6	ARF6
Arfgap1	ARFGAP1
Arfgap2	ARFGAP2
Arfgap3	ARFGAP3
Arfgef1	ARFGEF1
Arfgef2	ARFGEF2
Arfgef3	ARFGEF3
Arfip1	ARFIP1
Arfip2	ARFIP2
Arfrp1	ARFRP1
Arg1	ARG1
Arg2	ARG2
Arglu1	ARGLU1
Arhgap1	ARHGAP1
Arhgap10	ARHGAP10
Arhgap11a	ARHGAP11A
Arhgap12	ARHGAP12
Arhgap15	ARHGAP15
Arhgap17	ARHGAP17
Arhgap18	ARHGAP18
Arhgap19	ARHGAP19
Arhgap20	ARHGAP20
Arhgap21	ARHGAP21
Arhgap22	ARHGAP22
Arhgap23	ARHGAP23
Arhgap24	ARHGAP24
Arhgap25	ARHGAP25
Arhgap26	ARHGAP26
Arhgap27	ARHGAP27
Arhgap28	ARHGAP28
Arhgap29	ARHGAP29
Arhgap30	ARHGAP30
Arhgap31	ARHGAP31
Arhgap32	ARHGAP32
Arhgap33	ARHGAP33
Arhgap35	ARHGAP35
Arhgap36	ARHGAP36
Arhgap39	ARHGAP39
Arhgap4	ARHGAP4
Arhgap40	ARHGAP40
Arhgap42	ARHGAP42
Arhgap44	ARHGAP44
Arhgap45	ARHGAP45
Arhgap5	ARHGAP5
Arhgap6	ARHGAP6
Arhgap8	ARHGAP8
Arhgap9	ARHGAP9
Arhgdia	ARHGDIA
Arhgdib	ARHGDIB
Arhgdig	ARHGDIG
Arhgef1	ARHGEF1
Arhgef10	ARHGEF10
Arhgef10l	ARHGEF10L
Arhgef11	ARHGEF11
Arhgef12	ARHGEF12
Arhgef15	ARHGEF15
Arhgef16	ARHGEF16
Arhgef17	ARHGEF17
Arhgef18	ARHGEF18
Arhgef19	ARHGEF19
Arhgef2	ARHGEF2
Arhgef25	ARHGEF25
Arhgef26	ARHGEF26
Arhgef28	ARHGEF28
Arhgef3	ARHGEF3
Arhgef33	ARHGEF33
Arhgef37	ARHGEF37
Arhgef38	ARHGEF38
Arhgef39	ARHGEF39
Arhgef4	ARHGEF4
Arhgef40	ARHGEF40
Arhgef5	ARHGEF5
Arhgef6	ARHGEF6
Arhgef7	ARHGEF7
Arhgef9	ARHGEF9
Arid1a	ARID1A
Arid1b	ARID1B
Arid2	ARID2
Arid3a	ARID3A
Arid3b	ARID3B
Arid3c	ARID3C
Arid4a	ARID4A
Arid4b	ARID4B
Arid5a	ARID5A
Arid5b	ARID5B
Arih1	ARIH1
Arih2	ARIH2
Arih2os	ARIH2OS
Arl1	ARL1
Arl10	ARL10
Arl11	ARL11
Arl13a	ARL13A
Arl13b	ARL13B
Arl14	ARL14
Arl14ep	ARL14EP
Arl14epl	ARL14EPL
Arl15	ARL15
Arl16	ARL16
Arl2	ARL2
Arl2bp	ARL2BP
Arl3	ARL3
Arl4a	ARL4A
Arl4c	ARL4C
Arl4d	ARL4D
Arl5a	ARL5A
Arl5b	ARL5B
Arl5c	ARL5C
Arl6	ARL6
Arl6ip1	ARL6IP1
Arl6ip4	ARL6IP4
Arl6ip5	ARL6IP5
Arl6ip6	ARL6IP6
Arl8a	ARL8A
Arl8b	ARL8B
Arl9	ARL9
Armc1	ARMC1
Armc10	ARMC10
Armc12	ARMC12
Armc2	ARMC2
Armc3	ARMC3
Armc4	ARMC4
Armc5	ARMC5
Armc6	ARMC6
Armc7	ARMC7
Armc8	ARMC8
Armc9	ARMC9
Armcx1	ARMCX1
Armcx2	ARMCX2
Armcx3	ARMCX3
Armcx4	ARMCX4
Armcx5	ARMCX5
Armcx6	ARMCX6
Armt1	ARMT1
Arnt	ARNT
Arnt2	ARNT2
Arntl	ARNTL
Arntl2	ARNTL2
Arpc1a	ARPC1A
Arpc1b	ARPC1B
Arpc2	ARPC2
Arpc3	ARPC3
Arpc4	ARPC4
Arpc5	ARPC5
Arpc5l	ARPC5L
Arpin	ARPIN
Arpp19	ARPP19
Arpp21	ARPP21
Arr3	ARR3
Arrb1	ARRB1
Arrb2	ARRB2
Arrdc1	ARRDC1
Arrdc2	ARRDC2
Arrdc3	ARRDC3
Arrdc4	ARRDC4
Arrdc5	ARRDC5
Arsa	ARSA
Arsb	ARSB
Arsg	ARSG
Arsi	ARSI
Arsj	ARSJ
Arsk	ARSK
Art1	ART1
Art2b	ART2BP
Art3	ART3
Art4	ART4
Art5	ART5
Artn	ARTN
Arv1	ARV1
Arvcf	ARVCF
Arx	ARX
As3mt	AS3MT
Asah1	ASAH1
Asah2	ASAH2
Asap1	ASAP1
Asap2	ASAP2
Asap3	ASAP3
Asb1	ASB1
Asb10	ASB10
Asb11	ASB11
Asb12	ASB12
Asb13	ASB13
Asb14	ASB14
Asb15	ASB15
Asb16	ASB16
Asb17	ASB17
Asb18	ASB18
Asb2	ASB2
Asb3	ASB3
Asb4	ASB4
Asb5	ASB5
Asb6	ASB6
Asb7	ASB7
Asb8	ASB8
Asb9	ASB9
Ascc1	ASCC1
Ascc2	ASCC2
Ascc3	ASCC3
Ascl1	ASCL1
Ascl2	ASCL2
Ascl3	ASCL3
Ascl4	ASCL4
Ascl5	ASCL5
Asf1a	ASF1A
Asf1b	ASF1B
Asgr1	ASGR1
Asgr2	ASGR2
Ash1l	ASH1L
Ash2l	ASH2L
Asic1	ASIC1
Asic2	ASIC2
Asic3	ASIC3
Asic4	ASIC4
Asic5	ASIC5
Asl	ASL
Asmt	ASMT
Asna1	ASNA1
Asns	ASNS
Asnsd1	ASNSD1
Aspa	ASPA
Aspdh	ASPDH
Aspg	ASPG
Asph	ASPH
Asphd1	ASPHD1
Asphd2	ASPHD2
Aspm	ASPM
Aspn	ASPN
Asprv1	ASPRV1
Aspscr1	ASPSCR1
Asrgl1	ASRGL1
Ass1	ASS1
Aste1	ASTE1
Astl	ASTL
Astn1	ASTN1
Astn2	ASTN2
Asxl1	ASXL1
Asxl2	ASXL2
Asxl3	ASXL3
Asz1	ASZ1
Atad1	ATAD1
Atad2	ATAD2
Atad2b	ATAD2B
Atad3a	ATAD3A
Atad5	ATAD5
Atat1	ATAT1
Atcay	ATCAY
Ate1	ATE1
Atf1	ATF1
Atf2	ATF2
Atf3	ATF3
Atf4	ATF4
Atf5	ATF5
Atf6	ATF6
Atf6b	ATF6B
Atf7	ATF7
Atf7ip	ATF7IP
Atf7ip2	ATF7IP2
Atg10	ATG10
Atg101	ATG101
Atg12	ATG12
Atg13	ATG13
Atg14	ATG14
Atg16l1	ATG16L1
Atg16l2	ATG16L2
Atg2a	ATG2A
Atg2b	ATG2B
Atg3	ATG3
Atg4a	ATG4A
Atg4b	ATG4B
Atg4c	ATG4C
Atg4d	ATG4D
Atg5	ATG5
Atg7	ATG7
Atg9a	ATG9A
Atg9b	ATG9B
Atic	ATIC
Atl1	ATL1
Atl2	ATL2
Atl3	ATL3
Atm	ATM
Atmin	ATMIN
Atn1	ATN1
Atoh1	ATOH1
Atoh7	ATOH7
Atoh8	ATOH8
Atox1	ATOX1
Atp10a	ATP10A
Atp10b	ATP10B
Atp10d	ATP10D
Atp11a	ATP11A
Atp11b	ATP11B
Atp11c	ATP11C
Atp12a	ATP12A
Atp13a1	ATP13A1
Atp13a2	ATP13A2
Atp13a3	ATP13A3
Atp13a4	ATP13A4
Atp13a5	ATP13A5
Atp1a1	ATP1A1
Atp1a2	ATP1A2
Atp1a3	ATP1A3
Atp1a4	ATP1A4
Atp1b1	ATP1B1
Atp1b2	ATP1B2
Atp1b3	ATP1B3
Atp1b4	ATP1B4
Atp23	ATP23
Atp2a1	ATP2A1
Atp2a2	ATP2A2
Atp2a3	ATP2A3
Atp2b1	ATP2B1
Atp2b2	ATP2B2
Atp2b3	ATP2B3
Atp2b4	ATP2B4
Atp2c1	ATP2C1
Atp2c2	ATP2C2
Atp4a	ATP4A
Atp4b	ATP4B
Atp5a1	ATP5A1
Atp5b	ATP5B
Atp5c1	ATP5C1
Atp5d	ATP5D
Atp5e	ATP5E
Atp5f1	ATP5F1
Atp5g1	ATP5G1
Atp5g2	ATP5G2
Atp5g3	ATP5G3
Atp5h	ATP5H
Atp5j	ATP5J
Atp5j2	ATP5J2
Atp5k	ATP5I
Atp5l	ATP5L
Atp5o	ATP5O
Atp5s	ATP5S
Atp5sl	DMAC2
Atp6ap1	ATP6AP1
Atp6ap1l	ATP6AP1L
Atp6ap2	ATP6AP2
Atp6v0a1	ATP6V0A1
Atp6v0a2	ATP6V0A2
Atp6v0a4	ATP6V0A4
Atp6v0b	ATP6V0B
Atp6v0c	ATP6V0C
Atp6v0d1	ATP6V0D1
Atp6v0d2	ATP6V0D2
Atp6v0e	ATP6V0E1
Atp6v0e2	ATP6V0E2
Atp6v1a	ATP6V1A
Atp6v1b1	ATP6V1B1
Atp6v1b2	ATP6V1B2
Atp6v1c1	ATP6V1C1
Atp6v1c2	ATP6V1C2
Atp6v1d	ATP6V1D
Atp6v1e1	ATP6V1E1
Atp6v1e2	ATP6V1E2
Atp6v1f	ATP6V1F
Atp6v1g1	ATP6V1G1
Atp6v1g2	ATP6V1G2
Atp6v1g3	ATP6V1G3
Atp6v1h	ATP6V1H
Atp7a	ATP7A
Atp7b	ATP7B
Atp8a1	ATP8A1
Atp8a2	ATP8A2
Atp8b1	ATP8B1
Atp8b2	ATP8B2
Atp8b3	ATP8B3
Atp8b4	ATP8B4
Atp8b5	ATP8B5P
Atp9a	ATP9A
Atp9b	ATP9B
Atpaf1	ATPAF1
Atpaf2	ATPAF2
Atpif1	ATPIF1
Atr	ATR
Atraid	ATRAID
Atrip	ATRIP
Atrn	ATRN
Atrnl1	ATRNL1
Atrx	ATRX
Atxn1	ATXN1
Atxn10	ATXN10
Atxn1l	ATXN1L
Atxn2	ATXN2
Atxn2l	ATXN2L
Atxn3	ATXN3
Atxn7	ATXN7
Atxn7l1	ATXN7L1
Atxn7l2	ATXN7L2
Atxn7l3	ATXN7L3
Atxn7l3b	ATXN7L3B
Auh	AUH
Aunip	AUNIP
Aup1	AUP1
Aurka	AURKA
Aurkaip1	AURKAIP1
Aurkb	AURKB
Aurkc	AURKC
Auts2	AUTS2
Aven	AVEN
Avil	AVIL
Avl9	AVL9
Avp	AVP
Avpi1	AVPI1
Avpr1a	AVPR1A
Avpr1b	AVPR1B
Avpr2	AVPR2
Awat1	AWAT1
Awat2	AWAT2
Axdnd1	AXDND1
Axin1	AXIN1
Axin2	AXIN2
Axl	AXL
Azgp1	AZGP1
Azi2	AZI2
Azin1	AZIN1
Azin2	AZIN2
B230118H07Rik	C11orf74
B230219D22Rik	C5orf24
B2m	B2M
B3galnt1	B3GALNT1
B3galnt2	B3GALNT2
B3galt1	B3GALT1
B3galt2	B3GALT2
B3galt4	B3GALT4
B3galt5	B3GALT5
B3galt6	B3GALT6
B3gat1	B3GAT1
B3gat2	B3GAT2
B3gat3	B3GAT3
B3glct	B3GLCT
B3gnt2	B3GNT2
B3gnt3	B3GNT3
B3gnt4	B3GNT4
B3gnt5	B3GNT5
B3gnt6	B3GNT6
B3gnt7	B3GNT7
B3gnt8	B3GNT8
B3gnt9	B3GNT9
B3gntl1	B3GNTL1
B4galnt1	B4GALNT1
B4galnt2	B4GALNT2
B4galnt3	B4GALNT3
B4galnt4	B4GALNT4
B4galt1	B4GALT1
B4galt2	B4GALT2
B4galt3	B4GALT3
B4galt4	B4GALT4
B4galt5	B4GALT5
B4galt6	B4GALT6
B4galt7	B4GALT7
B4gat1	B4GAT1
B9d1	B9D1
B9d2	B9D2
BB114814	LOC729800
BC003331	C1orf27
BC003965	C16orf91
BC004004	C6orf89
BC005537	C6orf62
BC005624	C9orf78
BC016579	C3orf52
BC017158	C16orf58
BC017643	C17orf62
BC022687	CLBA1
BC024978	C19orf54
BC027072	C2orf71
BC028528	C1orf54
BC030336	C16orf52
BC030499	SGK494
BC030867	C17orf53
BC030870	SMIM31
BC031181	C18orf32
BC034090	KIAA1614
BC037034	C7orf43
BC048403	C12orf66
BC048562	C3orf84
BC048671	C3orf22
BC049352	TMPRSS4-AS1
BC049715	C12orf60
BC051019	C11orf16
BC051142	C6orf10
BC052040	C15orf41
BC055324	C1orf112
BC100530	CSTA
BC117090	CSTA
Baalc	BAALC
Baat	BAAT
Babam1	BABAM1
Babam2	BABAM2
Bace1	BACE1
Bace2	BACE2
Bach1	BACH1
Bach2	BACH2
Bad	BAD
Bag1	BAG1
Bag2	BAG2
Bag3	BAG3
Bag4	BAG4
Bag5	BAG5
Bag6	BAG6
Bahcc1	BAHCC1
Bahd1	BAHD1
Baiap2	BAIAP2
Baiap2l1	BAIAP2L1
Baiap2l2	BAIAP2L2
Baiap3	BAIAP3
Bak1	BAK1
Bambi	BAMBI
Banf1	BANF1
Banf2	BANF2
Bank1	BANK1
Banp	BANP
Bap1	BAP1
Bard1	BARD1
Barhl1	BARHL1
Barhl2	BARHL2
Barx1	BARX1
Barx2	BARX2
Basp1	BASP1
Batf	BATF
Batf2	BATF2
Batf3	BATF3
Bax	BAX
Baz1a	BAZ1A
Baz1b	BAZ1B
Baz2a	BAZ2A
Baz2b	BAZ2B
Bbc3	BBC3
Bbip1	BBIP1
Bbof1	BBOF1
Bbox1	BBOX1
Bbs1	BBS1
Bbs10	BBS10
Bbs12	BBS12
Bbs2	BBS2
Bbs4	BBS4
Bbs5	BBS5
Bbs7	BBS7
Bbs9	BBS9
Bbx	BBX
Bcam	BCAM
Bcan	BCAN
Bcap29	BCAP29
Bcap31	BCAP31
Bcar1	BCAR1
Bcar3	BCAR3
Bcas1	BCAS1
Bcas2	BCAS2
Bcas3	BCAS3
Bcat1	BCAT1
Bcat2	BCAT2
Bccip	BCCIP
Bcdin3d	BCDIN3D
Bche	BCHE
Bckdha	BCKDHA
Bckdhb	BCKDHB
Bckdk	BCKDK
Bcl10	BCL10
Bcl11a	BCL11A
Bcl11b	BCL11B
Bcl2	BCL2
Bcl2a1a	BCL2A1
Bcl2a1b	BCL2A1
Bcl2a1d	BCL2A1
Bcl2l1	BCL2L1
Bcl2l10	BCL2L10
Bcl2l11	BCL2L11
Bcl2l12	BCL2L12
Bcl2l13	BCL2L13
Bcl2l14	BCL2L14
Bcl2l15	BCL2L15
Bcl2l2	BCL2L2
Bcl3	BCL3
Bcl6	BCL6
Bcl6b	BCL6B
Bcl7a	BCL7A
Bcl7b	BCL7B
Bcl7c	BCL7C
Bcl9	BCL9
Bcl9l	BCL9L
Bclaf1	BCLAF1
Bco1	BCO1
Bco2	BCO2
Bcor	BCOR
Bcorl1	BCORL1
Bcr	BCR
Bcs1l	BCS1L
Bdh1	BDH1
Bdh2	BDH2
Bdkrb1	BDKRB1
Bdkrb2	BDKRB2
Bdnf	BDNF
Bdp1	BDP1
Bean1	BEAN1
Becn1	BECN1
Becn2	BECN2
Begain	BEGAIN
Bend3	BEND3
Bend4	BEND4
Bend5	BEND5
Bend6	BEND6
Bend7	BEND7
Best1	BEST1
Best2	BEST2
Best3	BEST3
Bet1	BET1
Bet1l	BET1L
Bex1	BEX2
Bex2	BEX1
Bex3	BEX3
Bex4	BEX4
Bfar	BFAR
Bfsp1	BFSP1
Bfsp2	BFSP2
Bglap	BGLAP
Bglap2	BGLAP
Bglap3	BGLAP
Bgn	BGN
Bhlha15	BHLHA15
Bhlha9	BHLHA9
Bhlhb9	BHLHB9
Bhlhe22	BHLHE22
Bhlhe23	BHLHE23
Bhlhe40	BHLHE40
Bhlhe41	BHLHE41
Bhmt	BHMT
Bhmt2	BHMT2
Bicc1	BICC1
Bicd1	BICD1
Bicd2	BICD2
Bicdl1	BICDL1
Bicdl2	BICDL2
Bicra	BICRA
Bicral	BICRAL
Bid	BID
Bik	BIK
Bin1	BIN1
Bin2	BIN2
Bin3	BIN3
Birc2	BIRC2
Birc3	BIRC3
Birc5	BIRC5
Birc6	BIRC6
Birc7	BIRC7
Bivm	BIVM
Blcap	BLCAP
Blk	BLK
Blm	BLM
Blmh	BLMH
Blnk	BLNK
Bloc1s1	BLOC1S1
Bloc1s2	BLOC1S2
Bloc1s3	BLOC1S3
Bloc1s4	BLOC1S4
Bloc1s5	BLOC1S5
Bloc1s6	BLOC1S6
Blvra	BLVRA
Blvrb	BLVRB
Blzf1	BLZF1
Bmf	BMF
Bmi1	BMI1
Bmp1	BMP1
Bmp10	BMP10
Bmp15	BMP15
Bmp2	BMP2
Bmp2k	BMP2K
Bmp3	BMP3
Bmp4	BMP4
Bmp5	BMP5
Bmp6	BMP6
Bmp7	BMP7
Bmp8a	BMP8A
Bmp8b	BMP8B
Bmper	BMPER
Bmpr1a	BMPR1A
Bmpr1b	BMPR1B
Bmpr2	BMPR2
Bms1	BMS1
Bmt2	BMT2
Bmx	BMX
Bnc1	BNC1
Bnc2	BNC2
Bnip1	BNIP1
Bnip2	BNIP2
Bnip3	BNIP3
Bnip3l	BNIP3L
Bnipl	BNIPL
Boc	BOC
Bod1	BOD1
Bod1l	BOD1L1
Bok	BOK
Bola1	BOLA1
Bola2	BOLA2
Bola3	BOLA3
Boll	BOLL
Bop1	BOP1
Bora	BORA
Borcs5	BORCS5
Borcs6	BORCS6
Borcs7	BORCS7
Borcs8	BORCS8
Bpgm	BPGM
Bphl	BPHL
Bpi	BPI
Bpifa1	BPIFA1
Bpifa2	BPIFA2
Bpifa3	BPIFA3
Bpifb1	BPIFB1
Bpifb2	BPIFB2
Bpifb3	BPIFB3
Bpifb4	BPIFB4
Bpifb5	BPIFB5P
Bpifb6	BPIFB6
Bpifb9a	BPIFB9P
Bpifc	BPIFC
Bpnt1	BPNT1
Bptf	BPTF
Braf	BRAF
Brap	BRAP
Brat1	BRAT1
Brca1	BRCA1
Brca2	BRCA2
Brcc3	BRCC3
Brd1	BRD1
Brd2	BRD2
Brd3	BRD3
Brd4	BRD4
Brd7	BRD7
Brd8	BRD8
Brd9	BRD9
Brdt	BRDT
Brf1	BRF1
Brf2	BRF2
Bri3	BRI3
Bri3bp	BRI3BP
Bricd5	BRICD5
Brinp1	BRINP1
Brinp2	BRINP2
Brinp3	BRINP3
Brip1	BRIP1
Brix1	BRIX1
Brk1	BRK1
Brms1	BRMS1
Brms1l	BRMS1L
Brox	BROX
Brpf1	BRPF1
Brpf3	BRPF3
Brs3	BRS3
Brsk1	BRSK1
Brsk2	BRSK2
Brwd1	BRWD1
Brwd3	BRWD3
Bscl2	BSCL2
Bsdc1	BSDC1
Bsg	BSG
Bsn	BSN
Bsnd	BSND
Bsph1	BSPH1
Bspry	BSPRY
Bst1	BST1
Bst2	BST2
Bsx	BSX
Btaf1	BTAF1
Btbd1	BTBD1
Btbd10	BTBD10
Btbd11	BTBD11
Btbd16	BTBD16
Btbd17	BTBD17
Btbd18	BTBD18
Btbd19	BTBD19
Btbd2	BTBD2
Btbd3	BTBD3
Btbd6	BTBD6
Btbd7	BTBD7
Btbd8	BTBD8
Btbd9	BTBD9
Btc	BTC
Btd	BTD
Btf3	BTF3
Btf3l4	BTF3L4
Btg1	BTG1
Btg2	BTG2
Btg3	BTG3
Btg4	BTG4
Btk	BTK
Btla	BTLA
Btn1a1	BTN1A1
Btn2a2	BTN2A2
Btnl10	BTNL10
Btnl2	BTNL2
Btnl9	BTNL9
Btrc	BTRC
Bub1	BUB1
Bub1b	BUB1B
Bub3	BUB3
Bud13	BUD13
Bud31	BUD31
Bves	BVES
Bysl	BYSL
Bzw1	BZW1
Bzw2	BZW2
C030006K11Rik	C8orf82
C130071C03Rik	LINC00461
C130074G19Rik	C1orf115
C1d	C1D
C1galt1	C1GALT1
C1galt1c1	C1GALT1C1
C1qa	C1QA
C1qb	C1QB
C1qbp	C1QBP
C1qc	C1QC
C1ql1	C1QL1
C1ql2	C1QL2
C1ql3	C1QL3
C1ql4	C1QL4
C1qtnf1	C1QTNF1
C1qtnf12	C1QTNF12
C1qtnf2	C1QTNF2
C1qtnf3	C1QTNF3
C1qtnf4	C1QTNF4
C1qtnf5	C1QTNF5
C1qtnf6	C1QTNF6
C1qtnf7	C1QTNF7
C1qtnf9	C1QTNF9
C1ra	C1R
C1rb	C1R
C1rl	C1RL
C1s1	C1S
C1s2	C1S
C2	C2
C2cd2	C2CD2
C2cd2l	C2CD2L
C2cd3	C2CD3
C2cd4a	C2CD4A
C2cd4b	C2CD4B
C2cd4c	C2CD4C
C2cd4d	C2CD4D
C2cd5	C2CD5
C2cd6	C2CD6
C2cd6b	C2CD6
C3	C3
C330007P06Rik	CXorf56
C330018D20Rik	C5orf63
C330027C09Rik	CIP2A
C3ar1	C3AR1
C4a	C4A
C4b	C4A
C530008M17Rik	KIAA1211
C5ar1	C5AR1
C5ar2	C5AR2
C6	C6
C7	C7
C77080	KIAA1522
C77370	NEXMIF
C87436	C2orf42
C8a	C8A
C8b	C8B
C8g	C8G
C9	C9
CK137956	C1orf94
CN725425	C12orf40
Caap1	CAAP1
Cab39	CAB39
Cab39l	CAB39L
Cabin1	CABIN1
Cables1	CABLES1
Cables2	CABLES2
Cabp1	CABP1
Cabp2	CABP2
Cabp4	CABP4
Cabp5	CABP5
Cabp7	CABP7
Cabs1	CABS1
Cabyr	CABYR
Cacfd1	CACFD1
Cachd1	CACHD1
Cacna1a	CACNA1A
Cacna1b	CACNA1B
Cacna1c	CACNA1C
Cacna1d	CACNA1D
Cacna1e	CACNA1E
Cacna1f	CACNA1F
Cacna1g	CACNA1G
Cacna1h	CACNA1H
Cacna1i	CACNA1I
Cacna1s	CACNA1S
Cacna2d1	CACNA2D1
Cacna2d2	CACNA2D2
Cacna2d3	CACNA2D3
Cacna2d4	CACNA2D4
Cacnb1	CACNB1
Cacnb2	CACNB2
Cacnb3	CACNB3
Cacnb4	CACNB4
Cacng1	CACNG1
Cacng2	CACNG2
Cacng3	CACNG3
Cacng4	CACNG4
Cacng5	CACNG5
Cacng6	CACNG6
Cacng7	CACNG7
Cacng8	CACNG8
Cactin	CACTIN
Cacul1	CACUL1
Cacybp	CACYBP
Cad	CAD
Cadm1	CADM1
Cadm2	CADM2
Cadm3	CADM3
Cadm4	CADM4
Cadps	CADPS
Cadps2	CADPS2
Cage1	CAGE1
Calb1	CALB1
Calb2	CALB2
Calca	CALCA
Calcb	CALCB
Calcoco1	CALCOCO1
Calcoco2	CALCOCO2
Calcr	CALCR
Calcrl	CALCRL
Cald1	CALD1
Calhm1	CALHM1
Calhm2	CALHM2
Calhm3	CALHM3
Calm1	CALM1
Calm2	CALM2
Calm3	CALM3
Calm4	CALML5
Calml3	CALML3
Calml4	CALML4
Caln1	CALN1
Calr	CALR
Calr3	CALR3
Calr4	CALR4P
Calu	CALU
Caly	CALY
Camk1	CAMK1
Camk1d	CAMK1D
Camk1g	CAMK1G
Camk2a	CAMK2A
Camk2b	CAMK2B
Camk2d	CAMK2D
Camk2g	CAMK2G
Camk2n1	CAMK2N1
Camk2n2	CAMK2N2
Camk4	CAMK4
Camkk1	CAMKK1
Camkk2	CAMKK2
Camkmt	CAMKMT
Camkv	CAMKV
Caml	CAMLG
Camp	CAMP
Camsap1	CAMSAP1
Camsap2	CAMSAP2
Camsap3	CAMSAP3
Camta1	CAMTA1
Camta2	CAMTA2
Cand1	CAND1
Cand2	CAND2
Cant1	CANT1
Canx	CANX
Cap1	CAP1
Cap2	CAP2
Capg	CAPG
Capn1	CAPN1
Capn10	CAPN10
Capn11	CAPN11
Capn12	CAPN12
Capn13	CAPN13
Capn15	CAPN15
Capn2	CAPN2
Capn3	CAPN3
Capn5	CAPN5
Capn6	CAPN6
Capn7	CAPN7
Capn8	CAPN8
Capn9	CAPN9
Capns1	CAPNS1
Capns2	CAPNS2
Caprin1	CAPRIN1
Caprin2	CAPRIN2
Caps2	CAPS2
Capsl	CAPSL
Capza1	CAPZA1
Capza2	CAPZA2
Capza3	CAPZA3
Capzb	CAPZB
Car1	CA1
Car10	CA10
Car11	CA11
Car12	CA12
Car13	CA13
Car14	CA14
Car2	CA2
Car3	CA3
Car4	CA4
Car5a	CA5A
Car5b	CA5B
Car6	CA6
Car7	CA7
Car8	CA8
Car9	CA9
Card10	CARD10
Card11	CARD11
Card14	CARD14
Card19	CARD19
Card6	CARD6
Card9	CARD9
Carf	CARF
Carhsp1	CARHSP1
Carm1	CARM1
Carmil1	CARMIL1
Carmil2	CARMIL2
Carmil3	CARMIL3
Carmn	CARMN
Carnmt1	CARNMT1
Carns1	CARNS1
Cars	CARS
Cars2	CARS2
Cartpt	CARTPT
Casc1	CASC1
Casc3	CASC3
Casc4	CASC4
Casd1	CASD1
Cask	CASK
Caskin1	CASKIN1
Caskin2	CASKIN2
Casp1	CASP1
Casp12	CASP12
Casp14	CASP14
Casp16-ps	CASP16P
Casp2	CASP2
Casp3	CASP3
Casp4	CASP4
Casp6	CASP6
Casp7	CASP7
Casp8	CASP8
Casp8ap2	CASP8AP2
Casp9	CASP9
Casq1	CASQ1
Casq2	CASQ2
Casr	CASR
Cass4	CASS4
Cast	CAST
Casz1	CASZ1
Cat	CAT
Catip	CATIP
Catsper1	CATSPER1
Catsper2	CATSPER2
Catsper3	CATSPER3
Catsper4	CATSPER4
Catsperb	CATSPERB
Catsperd	CATSPERD
Catspere1	CATSPERE
Catsperg1	CATSPERG
Catsperg2	CATSPERG
Catsperz	CATSPERZ
Cav1	CAV1
Cav2	CAV2
Cav3	CAV3
Cavin1	CAVIN1
Cavin2	CAVIN2
Cavin3	CAVIN3
Cavin4	CAVIN4
Cbarp	CBARP
Cbfa2t2	CBFA2T2
Cbfa2t3	CBFA2T3
Cbfb	CBFB
Cbl	CBL
Cblb	CBLB
Cblc	CBLC
Cbll1	CBLL1
Cbln1	CBLN1
Cbln2	CBLN2
Cbln3	CBLN3
Cbln4	CBLN4
Cbr1	CBR1
Cbr3	CBR3
Cbr4	CBR4
Cbs	CBS
Cbwd1	CBWD1
