Mus_GeneID	Mus_Gene	Homo_GeneID	Homo_Gene
15565	Htr6	3362	HTR6
17258	Mef2a	4205	MEF2A
56057	Btg4	54766	BTG4
17385	Mmp11	4320	MMP11
67295	Rab3c	115827	RAB3C
97114	Hist2h3c2	8355	HIST1H3G
212514	Spice1	152185	SPICE1
73666	Thoc3	84321	THOC3
66070	Cwc15	51503	CWC15
331401	Thoc2	57187	THOC2
105377	Slf1	84250	SLF1
227334	Usp40	55230	USP40
79233	Zfp319	57567	ZNF319
19305	Pex5	5830	PEX5
74249	Lrrc2	79442	LRRC2
26370	Cetn2	1069	CETN2
67578	Patl2	197135	PATL2
67789	Dalrd3	55152	DALRD3
72701	Zfp618	114991	ZNF618
319586	Celf5	60680	CELF5
58867	Syngr4	23546	SYNGR4
67200	Ccdc77	84318	CCDC77
110172	Slc35b1	10237	SLC35B1
15558	Htr2a	3356	HTR2A
12343	Capza2	830	CAPZA2
320253	March3	115123	MARCH3
217378	Dnajc27	51277	DNAJC27
383787	Ankrd63	100131244	ANKRD63
27274	Zfp354b	117608	ZNF354B
408193	Otud6a	139562	OTUD6A
14080	Fabp1	2168	FABP1
30952	Cngb3	54714	CNGB3
544696	Tbc1d32	221322	TBC1D32
217124	Ppp1r9b	84687	PPP1R9B
319322	Sf3b2	10992	SF3B2
378700	Bpifb3	359710	BPIFB3
13664	Eif1a	1964	EIF1AX
218989	Tmem260	54916	TMEM260
216971	Fam222b	55731	FAM222B
212679	Mars2	92935	MARS2
72047	Ddx42	11325	DDX42
66335	Atp6v1c1	528	ATP6V1C1
66218	Ndufb9	4715	NDUFB9
27356	Insl6	11172	INSL6
99003	Qser1	79832	QSER1
11757	Prdx3	10935	PRDX3
67356	Tmco5	145942	TMCO5A
13849	Ephx1	2052	EPHX1
329727	Dennd2c	163259	DENND2C
110196	Fdps	2224	FDPS
17122	Mxd4	10608	MXD4
15159	Hccs	3052	HCCS
18314	Olfr17	283297	OR10A4
217316	Slc16a5	9121	SLC16A5
22702	Zfp42	132625	ZFP42
24127	Xrn1	54464	XRN1
13426	Dync1i1	1780	DYNC1I1
67841	Atg3	64422	ATG3
330064	Slc5a6	8884	SLC5A6
216797	Prss38	339501	PRSS38
54607	Socs6	9306	SOCS6
64095	Gpr35	2859	GPR35
14084	Faf1	11124	FAF1
215418	Csrnp1	64651	CSRNP1
216853	Wrap53	55135	WRAP53
12558	Cdh2	1000	CDH2
81004	Tbl1xr1	79718	TBL1XR1
66691	Gapvd1	26130	GAPVD1
108105	B3gnt5	84002	B3GNT5
239650	Ccdc184	387856	CCDC184
258469	Olfr90	7932	OR2H2
211739	Vstm2a	222008	VSTM2A
12326	Camk4	814	CAMK4
79456	Recql4	9401	RECQL4
210198	Gprc6a	222545	GPRC6A
237782	Smcr8	140775	SMCR8
11519	Add2	119	ADD2
239790	Ostn	344901	OSTN
228003	Klhl41	10324	KLHL41
71601	Ceacam20	125931	CEACAM20
232947	Ppp1r37	284352	PPP1R37
78803	Fbxo43	286151	FBXO43
226359	C1ql2	165257	C1QL2
319207	Pgbd1	84547	PGBD1
11938	Atp2a2	488	ATP2A2
319455	Pld5	200150	PLD5
319848	Slc17a4	10050	SLC17A4
246316	Lgi2	55203	LGI2
12070	Bex3	27018	BEX3
104248	Cabin1	23523	CABIN1
278507	Wfikkn2	124857	WFIKKN2
69151	Lzic	84328	LZIC
57752	Tacc2	10579	TACC2
101185	Pot1a	25913	POT1
231798	Lrch4	4034	LRCH4
244882	Tnfaip8l3	388121	TNFAIP8L3
19691	Recql	5965	RECQL
67742	Samsn1	64092	SAMSN1
234724	Tat	6898	TAT
19281	Ptprt	11122	PTPRT
67843	Slc35a4	113829	SLC35A4
71868	Thegl	100506564	THEGL
213556	Plekhh2	130271	PLEKHH2
223917	Krt79	338785	KRT79
22671	Rnf112	7732	RNF112
70484	Slc35d2	11046	SLC35D2
70392	Asb12	142689	ASB12
102635068	Gm24392	80063	ATF7IP2
75329	Atf7ip2	80063	ATF7IP2
320355	Lipi	149998	LIPI
27054	Sec23b	10483	SEC23B
214951	Rhbdl1	9028	RHBDL1
67141	Fbxo5	26271	FBXO5
432502	Rpl6l	6128	RPL6
19988	Rpl6	6128	RPL6
243931	Tshz3	57616	TSHZ3
78748	Rassf10	644943	RASSF10
20345	Selplg	6404	SELPLG
244757	Glb1l2	89944	GLB1L2
70078	Nol7	51406	NOL7
239420	Csmd3	114788	CSMD3
19259	Ptpn5	84867	PTPN5
14289	Fpr2	2358	FPR2
231903	Urad	646625	URAD
71147	Oxsm	54995	OXSM
76884	Cyfip2	26999	CYFIP2
21427	Vps72	6944	VPS72
252875	Mios	54468	MIOS
74044	Ttf2	8458	TTF2
68115	Maip1	79568	MAIP1
68879	Prpf6	24148	PRPF6
24004	Rai2	10742	RAI2
52469	Coa3	28958	COA3
320678	Iffo1	25900	IFFO1
20648	Snta1	6640	SNTA1
228850	Ralgapb	57148	RALGAPB
242406	Rgp1	9827	RGP1
258485	Olfr724	122742	OR4L1
259147	Olfr723	122742	OR4L1
320472	Ppm1e	22843	PPM1E
241624	Exd1	161829	EXD1
18104	Nqo1	1728	NQO1
208194	Exog	9941	EXOG
67472	Mtfr1	9650	MTFR1
17087	Ly96	23643	LY96
67064	Chmp1b	57132	CHMP1B
20054	Rps15	6209	RPS15
69677	Il1f8	27177	IL36B
216874	Camta2	23125	CAMTA2
67760	Slc38a2	54407	SLC38A2
230514	Leprot	54741	LEPROT
75452	Ascc2	84164	ASCC2
226245	Plekhs1	79949	PLEKHS1
12964	Cryga	1418	CRYGA
226791	Lyplal1	127018	LYPLAL1
237313	Il20ra	53832	IL20RA
378431	Txlnb	167838	TXLNB
69470	Tmem127	55654	TMEM127
208650	Cblb	868	CBLB
101095	Zfp282	8427	ZNF282
258405	Olfr1420	390201	OR10V1
16573	Kif5b	3799	KIF5B
328699	Gabrr3	200959	GABRR3
18452	P4ha2	8974	P4HA2
24100	Tpra1	131601	TPRA1
13164	Dazl	57055	DAZ2
243813	Leng9	94059	LENG9
68214	Gsto2	119391	GSTO2
235504	Slc17a5	26503	SLC17A5
75467	Stpg4	285051	STPG4
319446	Dpep2	64174	DPEP2
12840	Col9a2	1298	COL9A2
59052	Mettl9	51108	METTL9
78444	Pgpep1l	145814	PGPEP1L
223658	Mroh1	727957	MROH1
19270	Ptprg	5793	PTPRG
109108	Slc30a9	10463	SLC30A9
76580	Mib2	142678	MIB2
66793	Efcab1	79645	EFCAB1
68891	Cd177	57126	CD177
100042025	Gapdh-ps15	2597	GAPDH
14433	Gapdh	2597	GAPDH
70061	Sdr9c7	121214	SDR9C7
52589	Ncald	83988	NCALD
67025	Rpl11	6135	RPL11
56370	Tagln3	29114	TAGLN3
381510	Dpy19l4	286148	DPY19L4
18429	Oxt	5020	OXT
52055	Rab11fip5	26056	RAB11FIP5
238690	Zfp458	7594	ZNF43
18567	Pdcd2	5134	PDCD2
67425	Eps8l1	54869	EPS8L1
101533	Klk9	284366	KLK9
106298	Rrn3	54700	RRN3
60507	Qtrt1	81890	QTRT1
69816	Mzb1	51237	MZB1
22084	Tsc2	7249	TSC2
66938	Sh3d21	79729	SH3D21
53376	Usp2	9099	USP2
69046	Isca1	81689	ISCA1
246700	Defb19	245932	DEFB119
12234	Btrc	8945	BTRC
57905	Isy1	100534599	ISY1-RAB43
258420	Olfr221	390445	OR5AU1
20444	St3gal2	6483	ST3GAL2
56309	Mycbp	26292	MYCBP
11839	Areg	374	AREG
17474	Clec4d	338339	CLEC4D
232854	Zfp418	55659	ZNF416
76560	Prss8	5652	PRSS8
11624	Ahrr	57491	AHRR
100226	Stx12	23673	STX12
69106	Stoml1	9399	STOML1
244672	Cwf19l2	143884	CWF19L2
53975	Ddx20	11218	DDX20
329977	Fhad1	114827	FHAD1
109052	Krt75	9119	KRT75
78100	Msantd4	84437	MSANTD4
17313	Mgp	4256	MGP
110524	Dgkq	1609	DGKQ
217379	Ubxn2a	165324	UBXN2A
16952	Anxa1	301	ANXA1
57912	Cdc42se1	56882	CDC42SE1
13813	Eomes	8320	EOMES
12458	Ccr6	1235	CCR6
108995	Tbc1d10c	374403	TBC1D10C
212670	Catsper2	117155	CATSPER2
210172	Zfp526	116115	ZNF526
105513	Chmp7	91782	CHMP7
100273	Osbpl9	114883	OSBPL9
260408	Prss45	377047	PRSS45
210933	Adgrb3	577	ADGRB3
117148	Necab2	54550	NECAB2
100017	Ldlrap1	26119	LDLRAP1
238123	Cog5	10466	COG5
329659	E130311K13Rik	285315	C3orf33
12444	Ccnd2	894	CCND2
68420	Ankrd13a	88455	ANKRD13A
28035	Usp39	10713	USP39
20321	Frrs1	391059	FRRS1
241447	Cers6	253782	CERS6
16399	Itga2b	3674	ITGA2B
66350	Pla2g12a	81579	PLA2G12A
12944	Crp	1401	CRP
71325	Tchhl1	126637	TCHHL1
53379	Hnrnpa2b1	3181	HNRNPA2B1
66786	Olfr701	338755	OR2AG2
71891	Cdadc1	81602	CDADC1
80288	Bcl9l	283149	BCL9L
79263	Trim39	56658	TRIM39
231386	Ythdc1	91746	YTHDC1
18071	Nhlh1	4807	NHLH1
407243	Tmem189	387521	TMEM189
12331	Cap1	10487	CAP1
22380	Wbp4	11193	WBP4
231876	Lmtk2	22853	LMTK2
53611	Vti1a	143187	VTI1A
232934	Mypop	339344	MYPOP
226823	Kctd3	51133	KCTD3
54126	Arhgef7	8874	ARHGEF7
228839	Tgif2	60436	TGIF2
16997	Ltbp2	4053	LTBP2
22178	Tyrp1	7306	TYRP1
29820	Tnfrsf19	55504	TNFRSF19
66201	Vta1	51534	VTA1
76501	Commd9	29099	COMMD9
11861	Arl4a	10124	ARL4A
239170	Fam160b2	64760	FAM160B2
232333	Slc6a1	6529	SLC6A1
70591	5730455P16Rik	64149	C17orf75
76740	Efr3a	23167	EFR3A
54194	Akap8l	26993	AKAP8L
212996	Galnt17	64409	GALNT17
26895	Cops7b	64708	COPS7B
381409	Cdh26	60437	CDH26
258647	Olfr435	402317	OR2A42
258647	Olfr435	346528	OR2A1
100039801	Cldn24	100132463	CLDN24
209586	Nudcd3	23386	NUDCD3
55984	Camkk1	84254	CAMKK1
81909	Zfpl1	7542	ZFPL1
11836	Araf	369	ARAF
27047	Omd	4958	OMD
75667	Tmem225	338661	TMEM225
77113	Klhl2	11275	KLHL2
216831	Arhgap44	9912	ARHGAP44
235040	Atg4d	84971	ATG4D
234069	Pcid2	55795	PCID2
66138	Bud23	114049	BUD23
50773	Nt5c	30833	NT5C
229524	Msto1	55154	MSTO1
108737	Oxsr1	9943	OXSR1
68795	Ubr3	130507	UBR3
170749	Mtmr4	9110	MTMR4
69080	Gmppa	29926	GMPPA
75556	Cfap161	161502	CFAP161
14166	Fgf11	2256	FGF11
14612	Gja4	2701	GJA4
270156	Nkapd1	55216	NKAPD1
234371	Tmem161a	54929	TMEM161A
76405	1700018B08Rik	100506581	C16orf95
209692	Dhtkd1	55526	DHTKD1
73246	Rassf6	166824	RASSF6
69479	1700029J07Rik	441054	C4orf47
68024	Hist1h2bc	8346	HIST1H2BI
70573	Tbccd1	55171	TBCCD1
209334	Gen1	348654	GEN1
258991	Olfr1496	219959	OR1S1
83671	Sytl2	54843	SYTL2
15439	Hp	3240	HP
77582	Mboat7	79143	MBOAT7
14622	Gjb5	2709	GJB5
22771	Zic1	7545	ZIC1
67096	Mmachc	25974	MMACHC
69129	Pex11g	92960	PEX11G
16495	Kcna7	3743	KCNA7
16819	Lcn2	3934	LCN2
69675	Pxdn	7837	PXDN
57249	Gabrq	55879	GABRQ
51793	Ddah2	23564	DDAH2
72672	Zfp518a	9849	ZNF518A
74616	Scrn3	79634	SCRN3
74318	Hopx	84525	HOPX
237558	Myrfl	196446	MYRFL
16594	Klc2	64837	KLC2
214191	Ttc24	164118	TTC24
56357	Ivd	3712	IVD
228550	Itpka	3706	ITPKA
14803	Grid1	2894	GRID1
72320	Kif1bp	26128	KIF1BP
64058	Perp	64065	PERP
13010	Cst3	1471	CST3
74051	Steap2	261729	STEAP2
30928	Zbtb18	10472	ZBTB18
19014	Med1	5469	MED1
67872	Nsmce4a	54780	NSMCE4A
20324	Cavin2	8436	CAVIN2
70257	Atp5mpl	9556	ATP5MPL
66121	Chchd1	118487	CHCHD1
106861	Abhd3	171586	ABHD3
17384	Mmp10	4319	MMP10
319965	Cc2d1b	200014	CC2D1B
56358	Copz2	51226	COPZ2
75007	Mindy1	55793	MINDY1
72425	Katnbl1	79768	KATNBL1
69585	Hfe2	148738	HJV
241490	Rbm45	129831	RBM45
56296	Dmrtb1	63948	DMRTB1
210035	Nemp1	23306	NEMP1
56710	Brinp1	1620	BRINP1
78308	Gpr108	56927	GPR108
320162	Cep95	90799	CEP95
101351	Eogt	285203	EOGT
72190	2510009E07Rik	285382	C3orf70
20732	Spint1	6692	SPINT1
13612	Edil3	10085	EDIL3
170771	Khdrbs2	202559	KHDRBS2
20198	S100a4	6275	S100A4
11568	Aebp1	165	AEBP1
98845	Eps8l2	64787	EPS8L2
18504	Pax2	5076	PAX2
216459	Myl6b	140465	MYL6B
20184	Uimc1	51720	UIMC1
12144	Blm	641	BLM
71870	Cfap45	25790	CFAP45
110749	Chaf1b	8208	CHAF1B
68559	Pdrg1	81572	PDRG1
72962	Tymp	1890	TYMP
71148	Mier1	57708	MIER1
69253	Hspb2	3316	HSPB2
22201	Uba1	7317	UBA1
329421	Myo3b	140469	MYO3B
66548	Adamtsl5	339366	ADAMTSL5
381694	B3glct	145173	B3GLCT
101772	Ano1	55107	ANO1
74131	Sash3	54440	SASH3
109658	Txlna	200081	TXLNA
320405	Cadps2	93664	CADPS2
68628	Fbxw9	84261	FBXW9
76411	Ift43	112752	IFT43
71233	Enkur	219670	ENKUR
102866	Pls3	5358	PLS3
328845	Acsbg2	81616	ACSBG2
74143	Opa1	4976	OPA1
13007	Csrp1	1465	CSRP1
30934	Tor1b	27348	TOR1B
97961	Nol12	79159	NOL12
71999	Fbxo22	26263	FBXO22
333088	Kcp	375616	KCP
27409	Abcg5	64240	ABCG5
76282	Gpt	2875	GPT
16525	Kcnk1	3775	KCNK1
67444	Ilkap	80895	ILKAP
13713	Elk3	2004	ELK3
105734	Tigd5	84948	TIGD5
17119	Mxd1	4084	MXD1
18160	Npr1	4881	NPR1
68178	Cgnl1	84952	CGNL1
544678	Cfap74	85452	CFAP74
19059	Ppp3r2	5535	PPP3R2
65969	Cubn	8029	CUBN
12508	Cd53	963	CD53
17354	Mllt10	8028	MLLT10
78919	Fndc8	54752	FNDC8
22241	Ulk1	8408	ULK1
74244	Atg7	10533	ATG7
207495	Baiap2l2	80115	BAIAP2L2
235086	Igsf9b	22997	IGSF9B
18020	Nfatc2ip	84901	NFATC2IP
12960	Crybb1	1414	CRYBB1
30948	Bin1	274	BIN1
320752	Dpy19l2	283417	DPY19L2
56525	Zfp235	9310	ZNF235
327978	Slfn5	162394	SLFN5
208164	Fam180a	389558	FAM180A
235574	Atp2c1	27032	ATP2C1
13169	Dbnl	28988	DBNL
17155	Man1a	4121	MAN1A1
58198	Sall1	6299	SALL1
20187	Ryk	6259	RYK
225655	Prelid3a	10650	PRELID3A
58235	Nectin1	5818	NECTIN1
277496	Lkaaear1	198437	LKAAEAR1
21940	Cd27	939	CD27
66202	1110059G10Rik	57456	KIAA1143
76539	Fam204a	63877	FAM204A
244923	Klhl31	401265	KLHL31
433938	Mn1	4330	MN1
75751	Ipo4	79711	IPO4
11966	Atp6v1b2	526	ATP6V1B2
20508	Slc18a3	6572	SLC18A3
57028	Pdxp	57026	PDXP
55949	Eef1b2	1933	EEF1B2
17993	Ndufs4	4724	NDUFS4
226470	Zbtb41	360023	ZBTB41
277939	C2cd3	26005	C2CD3
227195	Ino80d	54891	INO80D
242557	Atg4c	84938	ATG4C
192157	Socs7	30837	SOCS7
66881	Pcyox1	51449	PCYOX1
64010	Sav1	60485	SAV1
71449	Mettl13	51603	EEF1AKNMT
12125	Bcl2l11	10018	BCL2L11
66365	Ccdc90b	60492	CCDC90B
225912	Cyb561a3	220002	CYB561A3
66234	Msmo1	6307	MSMO1
246277	Csad	51380	CSAD
107747	Aldh1l1	10840	ALDH1L1
223770	Brd1	23774	BRD1
23836	Cdh20	28316	CDH20
67868	Cela3b	23436	CELA3B
66077	Aurkaip1	54998	AURKAIP1
215494	Pomgnt2	84892	POMGNT2
94254	Rcc1l	81554	RCC1L
66177	Ubl5	59286	UBL5
11489	Adam12	8038	ADAM12
16969	Zbtb7a	51341	ZBTB7A
230908	Tardbp	23435	TARDBP
27062	Cadps	8618	CADPS
99889	Arfip1	27236	ARFIP1
12049	Bcl2l10	10017	BCL2L10
20537	Slc5a1	6523	SLC5A1
93724	Pcdhga12	26025	PCDHGA12
59125	Nek7	140609	NEK7
56727	Miox	55586	MIOX
27226	Pla2g7	7941	PLA2G7
67088	Cand2	23066	CAND2
209378	Itih5	80760	ITIH5
233977	Ppfia1	8500	PPFIA1
380969	Nckap5l	57701	NCKAP5L
225922	Oosp2	219990	OOSP2
74039	Nfam1	150372	NFAM1
258302	Olfr420	81448	OR6K2
214585	Spg11	80208	SPG11
26936	Mprip	23164	MPRIP
209131	Snx30	401548	SNX30
14167	Fgf12	2257	FGF12
17305	Mfng	4242	MFNG
52206	Anapc4	29945	ANAPC4
66373	Lsm5	23658	LSM5
13476	Reep5	7905	REEP5
67446	Dusp28	285193	DUSP28
67471	Gpatch1	55094	GPATCH1
80718	Rab27b	5874	RAB27B
13058	Cybb	1536	CYBB
21812	Tgfbr1	7046	TGFBR1
228012	Tlk1	9874	TLK1
18387	Oprk1	4986	OPRK1
230025	Prdm13	59336	PRDM13
16909	Lmo2	4005	LMO2
11302	Aatk	9625	AATK
11565	Adssl1	122622	ADSSL1
64929	Scel	8796	SCEL
16874	Lhx6	26468	LHX6
207227	Stxbp5l	9515	STXBP5L
21924	Tnnc1	7134	TNNC1
17076	Ly75	4065	LY75
217011	Nle1	54475	NLE1
11569	Aebp2	121536	AEBP2
192197	Bcas3	54828	BCAS3
74895	Ccdc181	57821	CCDC181
217149	Cisd3	284106	CISD3
100504524	Cisd3b	284106	CISD3
216198	Tcp11l2	255394	TCP11L2
14121	Fbp1	2203	FBP1
72567	Bclaf1	9774	BCLAF1
259034	Olfr705	144125	OR2AG1
12521	Cd82	3732	CD82
244886	Tmem266	123591	TMEM266
14767	Nmur1	10316	NMUR1
71897	Lypd6b	130576	LYPD6B
20514	Slc1a5	6510	SLC1A5
11740	Slc25a5	292	SLC25A5
56708	Clcf1	23529	CLCF1
26451	Rpl27a	6157	RPL27A
244071	Agbl1	123624	AGBL1
22059	Trp53	7157	TP53
232400	A2ml1	144203	OVOS2
404346	Olfr322	343171	OR2W3
140491	Ppp1r3a	5506	PPP1R3A
71667	Tmem248	55069	TMEM248
665155	Srp54b	6729	SRP54
24067	Srp54a	6729	SRP54
66397	Sar1b	51128	SAR1B
14120	Fbp2	8789	FBP2
15381	Hnrnpc	3183	HNRNPC
13041	Ctsw	1521	CTSW
73192	Xpot	11260	XPOT
18301	Fxyd5	53827	FXYD5
52874	Pum3	9933	PUM3
207839	Galnt6	11226	GALNT6
328949	Mcc	4163	MCC
66637	Tsen15	116461	TSEN15
67702	Rnf149	284996	RNF149
277343	Wfdc8	90199	WFDC8
70598	Filip1	27145	FILIP1
330890	Piwil4	143689	PIWIL4
78754	Galnt15	117248	GALNT15
26913	Gprin1	114787	GPRIN1
235044	Plppr2	64748	PLPPR2
28113	Tinf2	26277	TINF2
100040843	Cyp4a32	1579	CYP4A11
13117	Cyp4a10	1579	CYP4A11
666168	Cyp4a31	1579	CYP4A11
170755	Sgk3	100533105	C8orf44-SGK3
170755	Sgk3	23678	SGK3
11865	Arntl	406	ARNTL
545260	Arsi	340075	ARSI
171211	Edaradd	128178	EDARADD
67776	Vwa5a	4013	VWA5A
241846	Lsm14b	149986	LSM14B
23794	Adamts5	11096	ADAMTS5
258554	Olfr873	26648	OR7E24
66922	Rras2	22800	RRAS2
380660	Acss3	79611	ACSS3
228812	Pigu	128869	PIGU
13448	Dok1	1796	DOK1
21416	Tcf7l2	6934	TCF7L2
72615	Anks3	124401	ANKS3
230848	Zbtb40	9923	ZBTB40
22698	Zfp39	100131827	ZNF717
19823	Rnf7	9616	RNF7
19057	Ppp3cc	5533	PPP3CC
12340	Capza1	829	CAPZA1
11828	Aqp3	360	AQP3
74347	Tldc1	57707	MEAK7
70993	Prss54	221191	PRSS54
75526	Eppin	100526773	EPPIN-WFDC6
17698	Msn	4478	MSN
26572	Cops3	8533	COPS3
27360	Add3	120	ADD3
17219	Mcm6	4175	MCM6
328440	Npm2	10361	NPM2
76917	Flywch2	114984	FLYWCH2
228777	Nrsn2	80023	NRSN2
384185	Arl9	132946	ARL9
69482	Nup35	129401	NUP35
19041	Ppl	5493	PPL
12985	Csf3	1440	CSF3
383103	Tvp23a	780776	TVP23A
105833	Ccdc65	85478	CCDC65
19729	Slc50a1	55974	SLC50A1
83675	Bicc1	80114	BICC1
57315	Wdr46	9277	WDR46
23807	Arih2	10425	ARIH2
17128	Smad4	4089	SMAD4
54721	Tyk2	7297	TYK2
232337	Zfp637	7580	ZNF32
227541	Camk1d	57118	CAMK1D
12308	Calb2	794	CALB2
232816	Zfp628	89887	ZNF628
16401	Itga4	3676	ITGA4
234395	Ushbp1	83878	USHBP1
68943	Pink1	65018	PINK1
69317	Hmgb4	127540	HMGB4
98999	Znfx1	57169	ZNFX1
16912	Psmb9	5698	PSMB9
72775	Fance	2178	FANCE
101202	Hepacam2	253012	HEPACAM2
319901	Dsel	92126	DSEL
171282	Acot4	122970	ACOT4
387515	Tas2r144	259286	TAS2R40
240239	Gpr151	134391	GPR151
17025	Alad	210	ALAD
51799	Rundc3a	10900	RUNDC3A
238333	Samd15	161394	SAMD15
70567	Fra10ac1	118924	FRA10AC1
330721	Nek5	341676	NEK5
382620	Tmed8	283578	TMED8
54450	Il1f5	26525	IL36RN
232210	Hmces	56941	HMCES
16511	Kcnh2	3757	KCNH2
109222	Rarres1	5918	RARRES1
118446	Gjc3	349149	GJC3
229277	Stoml3	161003	STOML3
269855	Ssc5d	284297	SSC5D
13712	Elk1	2002	ELK1
16325	Inhbc	3626	INHBC
269589	Sytl1	84958	SYTL1
381738	Drc1	92749	DRC1
18127	Nos3	4846	NOS3
17692	Msl3	10943	MSL3
21379	Tbrg4	9238	TBRG4
330222	Sdk1	221935	SDK1
381077	Ccdc78	124093	CCDC78
258656	Olfr365	392390	OR1L6
101056229	Gm29802	353332	KRTAP12-1
74176	Tgm5	9333	TGM5
114615	Elac1	55520	ELAC1
217310	Hid1	283987	HID1
331535	Serpina7	6906	SERPINA7
12578	Cdkn2a	1029	CDKN2A
66559	Metap1d	254042	METAP1D
240514	Ccdc85b	11007	CCDC85B
258573	Olfr1020	338675	OR5AP2
74585	Sppl3	121665	SPPL3
71532	Fam217b	63939	FAM217B
13864	Nr2f6	2063	NR2F6
280621	Selenov	348303	SELENOV
52521	Zfp622	90441	ZNF622
71829	Ddi1	414301	DDI1
26920	Cntrl	11064	CNTRL
263803	Pkn3	29941	PKN3
210145	Irgc1	56269	IRGC
110279	Bcr	613	BCR
72281	Sh2d4a	63898	SH2D4A
193452	Zfp184	7738	ZNF184
17719	mt-Nd4	4538	ND4
71766	Raver1	125950	RAVER1
195359	Trim40	135644	TRIM40
70231	Gorasp2	26003	GORASP2
216345	Zfc3h1	196441	ZFC3H1
56174	Nagk	55577	NAGK
66877	Crnkl1	51340	CRNKL1
78779	Spata2l	124044	SPATA2L
67050	Nkap	79576	NKAP
330460	Tmem150b	284417	TMEM150B
26893	Cops6	10980	COPS6
231691	Sds	10993	SDS
231327	Ppat	5471	PPAT
381126	Garem1	64762	GAREM1
104394	E2f4	1874	E2F4
66273	Aamdc	28971	AAMDC
69994	Rsc1a1	6248	RSC1A1
15402	Hoxa5	3202	HOXA5
56041	Uso1	8615	USO1
69770	1600002K03Rik	55009	C19orf24
101861	Ints4	92105	INTS4
231872	Aimp2	7965	AIMP2
170441	Slc2a10	81031	SLC2A10
78004	Prr15	222171	PRR15
14694	Rack1	10399	RACK1
240660	Slc35g1	159371	SLC35G1
381845	Rnf225	646862	RNF225
235611	Plxnb1	5364	PLXNB1
320747	Lingo4	339398	LINGO4
213452	Dstyk	25778	DSTYK
59002	Wrap73	49856	WRAP73
29859	Sult4a1	25830	SULT4A1
232585	Vwde	221806	VWDE
76551	Ccdc6	8030	CCDC6
12759	Clu	1191	CLU
209047	Gipc3	126326	GIPC3
73694	Ndufaf7	55471	NDUFAF7
104156	Etv5	2119	ETV5
13483	Dpp6	1804	DPP6
14218	Sh3pxd2a	9644	SH3PXD2A
68477	Rmnd5a	64795	RMND5A
68836	Mrpl52	122704	MRPL52
56744	Pf4	5196	PF4
18400	Slc22a18	5002	SLC22A18
107522	Ece2	9718	ECE2
20219	Apcs	325	APCS
218397	Rasa1	5921	RASA1
244859	Ankk1	255239	ANKK1
195236	Pom121l2	94026	POM121L2
107527	Il1rl2	8808	IL1RL2
102657	Cd276	80381	CD276
15519	Hsp90aa1	3320	HSP90AA1
12261	C1qbp	708	C1QBP
217331	Unk	85451	UNK
242506	Frmd3	257019	FRMD3
20737	Spn	6693	SPN
11529	Adh7	131	ADH7
56412	Noa1	84273	NOA1
14852	Gspt1	2935	GSPT1
235406	Snx33	257364	SNX33
13340	Slc29a2	3177	SLC29A2
11555	Adrb2	154	ADRB2
12479	Cd1d1	912	CD1D
242109	Zfp697	90874	ZNF697
394430	Ugt1a10	54575	UGT1A10
394434	Ugt1a9	54575	UGT1A10
394430	Ugt1a10	54576	UGT1A8
394434	Ugt1a9	54576	UGT1A8
394430	Ugt1a10	54577	UGT1A7
394434	Ugt1a9	54577	UGT1A7
394430	Ugt1a10	54600	UGT1A9
394434	Ugt1a9	54600	UGT1A9
74105	Gga2	23062	GGA2
320435	Rinl	126432	RINL
52712	Zkscan6	7566	ZNF18
259021	Olfr1054	219473	OR8K3
16322	Inha	3623	INHA
231134	Dok7	285489	DOK7
65113	Ndfip1	80762	NDFIP1
20932	Surf4	6836	SURF4
237542	Osbpl8	114882	OSBPL8
245860	Atg9a	79065	ATG9A
225004	Pcare	388939	PCARE
207181	Rbms3	27303	RBMS3
57435	Plin4	729359	PLIN4
208647	Creb3l2	64764	CREB3L2
209091	Ccnb3	85417	CCNB3
11699	Ambp	259	AMBP
241556	Tspan18	90139	TSPAN18
16413	Itgb1bp1	9270	ITGB1BP1
433256	Acsl5	51703	ACSL5
68460	Dhrs7c	201140	DHRS7C
12353	Car6	765	CA6
320473	Heatr5b	54497	HEATR5B
75660	Lin37	55957	LIN37
215748	Cnksr3	154043	CNKSR3
22033	Traf5	7188	TRAF5
330660	Btbd16	118663	BTBD16
60345	Nrip2	83714	NRIP2
107526	Gimap4	55303	GIMAP4
70127	Dpf3	8110	DPF3
330470	Bsph1	100131137	BSPH1
75079	Zbtb49	166793	ZBTB49
11840	Arf1	375	ARF1
231841	Brat1	221927	BRAT1
101867	Rrp8	23378	RRP8
258216	Olfr1034	390162	OR5M9
54397	Ppt2	9374	PPT2
212377	Mms22l	253714	MMS22L
27393	Mrpl39	54148	MRPL39
53972	Ngef	25791	NGEF
234086	Erich1	157697	ERICH1
18481	Pak3	5063	PAK3
259095	Olfr568	119694	OR51F2
11907	Ate1	11101	ATE1
27416	Abcc5	10057	ABCC5
103743	Tmem98	26022	TMEM98
209012	Ulk4	54986	ULK4
67874	Rprm	56475	RPRM
56812	Dnajb2	3300	DNAJB2
72080	Sapcd2	89958	SAPCD2
14420	Galc	2581	GALC
20520	Slc22a5	6584	SLC22A5
15194	Htt	3064	HTT
12041	Bckdk	10295	BCKDK
380773	Slirp	81892	SLIRP
58207	Slc43a3	29015	SLC43A3
